awayAbbrev,homeAbbrev,est,id
COL,PIT,2024 December 10 19:00:00,2024020447
SJS,CAR,2024 December 10 19:00:00,2024020448
PHI,CBJ,2024 December 10 19:00:00,2024020449
LAK,NYI,2024 December 10 19:30:00,2024020450
CGY,NSH,2024 December 10 20:00:00,2024020451
BOS,WPG,2024 December 10 20:00:00,2024020452
TBL,EDM,2024 December 10 21:00:00,2024020453
MIN,UTA,2024 December 10 21:30:00,2024020454
STL,VAN,2024 December 10 22:00:00,2024020455
FLA,SEA,2024 December 10 22:00:00,2024020456
NYR,BUF,2024 December 11 19:00:00,2024020457
ANA,OTT,2024 December 11 19:30:00,2024020458
ANA,TOR,2024 December 12 19:00:00,2024020459
PIT,MTL,2024 December 12 19:00:00,2024020460
LAK,NJD,2024 December 12 19:00:00,2024020461
DET,PHI,2024 December 12 19:00:00,2024020462
WSH,CBJ,2024 December 12 19:00:00,2024020463
CHI,NYI,2024 December 12 19:30:00,2024020464
SJS,STL,2024 December 12 20:00:00,2024020465
NSH,DAL,2024 December 12 20:00:00,2024020466
EDM,MIN,2024 December 12 20:30:00,2024020467
VGK,WPG,2024 December 12 20:00:00,2024020468
UTA,COL,2024 December 12 21:00:00,2024020469
TBL,CGY,2024 December 12 21:00:00,2024020470
FLA,VAN,2024 December 12 22:00:00,2024020471
BOS,SEA,2024 December 12 22:00:00,2024020472
OTT,CAR,2024 December 13 19:00:00,2024020473
CHI,NJD,2024 December 14 13:00:00,2024020474
LAK,NYR,2024 December 14 13:00:00,2024020475
PHI,MIN,2024 December 14 14:00:00,2024020476
VGK,EDM,2024 December 14 16:00:00,2024020477
PIT,OTT,2024 December 14 19:00:00,2024020478
TOR,DET,2024 December 14 19:00:00,2024020479
BUF,WSH,2024 December 14 19:00:00,2024020480
ANA,CBJ,2024 December 14 19:00:00,2024020481
MTL,WPG,2024 December 14 19:00:00,2024020482
STL,DAL,2024 December 14 20:00:00,2024020483
NSH,COL,2024 December 14 21:00:00,2024020484
FLA,CGY,2024 December 14 22:00:00,2024020485
BOS,VAN,2024 December 14 22:00:00,2024020486
UTA,SJS,2024 December 14 22:00:00,2024020487
TBL,SEA,2024 December 14 22:00:00,2024020488
NYI,CHI,2024 December 15 15:00:00,2024020489
BUF,TOR,2024 December 15 17:00:00,2024020490
CBJ,CAR,2024 December 15 17:00:00,2024020491
NYR,STL,2024 December 15 18:00:00,2024020492
VGK,MIN,2024 December 15 18:00:00,2024020493
WSH,DAL,2024 December 16 20:00:00,2024020494
FLA,EDM,2024 December 16 20:30:00,2024020495
COL,VAN,2024 December 16 22:30:00,2024020496
BUF,MTL,2024 December 17 19:00:00,2024020497
CBJ,TBL,2024 December 17 19:00:00,2024020498
LAK,PIT,2024 December 17 19:00:00,2024020499
NYI,CAR,2024 December 17 19:30:00,2024020500
NJD,STL,2024 December 17 20:00:00,2024020501
NYR,NSH,2024 December 17 20:00:00,2024020502
WSH,CHI,2024 December 17 20:30:00,2024020503
BOS,CGY,2024 December 17 21:00:00,2024020504
OTT,SEA,2024 December 17 22:00:00,2024020505
WPG,SJS,2024 December 17 22:30:00,2024020506
PHI,DET,2024 December 18 19:00:00,2024020507
TOR,DAL,2024 December 18 19:30:00,2024020508
FLA,MIN,2024 December 18 21:30:00,2024020509
VAN,UTA,2024 December 18 22:00:00,2024020510
WPG,ANA,2024 December 18 22:00:00,2024020511
STL,TBL,2024 December 19 19:00:00,2024020512
LAK,PHI,2024 December 19 19:30:00,2024020513
NJD,CBJ,2024 December 19 19:00:00,2024020514
PIT,NSH,2024 December 19 20:00:00,2024020515
SEA,CHI,2024 December 19 20:30:00,2024020516
OTT,CGY,2024 December 19 21:00:00,2024020517
BOS,EDM,2024 December 19 21:00:00,2024020518
VAN,VGK,2024 December 19 22:00:00,2024020519
COL,SJS,2024 December 19 22:30:00,2024020520
TOR,BUF,2024 December 20 19:00:00,2024020521
MTL,DET,2024 December 20 19:00:00,2024020522
STL,FLA,2024 December 20 19:00:00,2024020523
CAR,WSH,2024 December 20 19:00:00,2024020524
NYR,DAL,2024 December 20 20:00:00,2024020525
UTA,MIN,2024 December 20 20:00:00,2024020526
COL,ANA,2024 December 20 22:00:00,2024020527
LAK,NSH,2024 December 21 13:30:00,2024020528
CHI,CGY,2024 December 21 16:00:00,2024020529
SJS,EDM,2024 December 21 16:00:00,2024020530
BUF,BOS,2024 December 21 19:00:00,2024020531
NYI,TOR,2024 December 21 19:00:00,2024020532
DET,MTL,2024 December 21 19:00:00,2024020533
PIT,NJD,2024 December 21 19:00:00,2024020534
CBJ,PHI,2024 December 21 19:00:00,2024020535
MIN,WPG,2024 December 21 19:00:00,2024020536
OTT,VAN,2024 December 21 22:00:00,2024020537
SEA,VGK,2024 December 21 22:00:00,2024020538
CAR,NYR,2024 December 22 12:30:00,2024020539
FLA,TBL,2024 December 22 17:00:00,2024020540
LAK,WSH,2024 December 22 17:00:00,2024020541
ANA,UTA,2024 December 22 17:00:00,2024020542
SEA,COL,2024 December 22 20:00:00,2024020543
OTT,EDM,2024 December 22 20:00:00,2024020544
NYR,NJD,2024 December 23 13:00:00,2024020545
WPG,TOR,2024 December 23 14:00:00,2024020546
WSH,BOS,2024 December 23 19:00:00,2024020547
STL,DET,2024 December 23 19:00:00,2024020548
TBL,FLA,2024 December 23 19:00:00,2024020549
PHI,PIT,2024 December 23 19:00:00,2024020550
MTL,CBJ,2024 December 23 19:00:00,2024020551
BUF,NYI,2024 December 23 19:30:00,2024020552
CAR,NSH,2024 December 23 20:00:00,2024020553
CHI,MIN,2024 December 23 20:00:00,2024020554
SJS,VAN,2024 December 23 21:00:00,2024020555
DAL,UTA,2024 December 23 21:00:00,2024020556
ANA,VGK,2024 December 23 22:00:00,2024020557
CHI,BUF,2024 December 27 19:00:00,2024020558
TOR,DET,2024 December 27 19:00:00,2024020559
CAR,NJD,2024 December 27 19:00:00,2024020560
BOS,CBJ,2024 December 27 19:00:00,2024020561
NSH,STL,2024 December 27 20:00:00,2024020562
MIN,DAL,2024 December 27 20:00:00,2024020563
COL,UTA,2024 December 27 21:30:00,2024020564
VGK,SJS,2024 December 27 22:30:00,2024020565
MTL,FLA,2024 December 28 13:00:00,2024020566
SEA,VAN,2024 December 28 16:00:00,2024020567
PHI,ANA,2024 December 28 16:00:00,2024020568
EDM,LAK,2024 December 28 16:00:00,2024020569
CBJ,BOS,2024 December 28 19:00:00,2024020570
WSH,TOR,2024 December 28 19:00:00,2024020571
NYR,TBL,2024 December 28 19:00:00,2024020572
NJD,CAR,2024 December 28 19:00:00,2024020573
OTT,WPG,2024 December 28 19:00:00,2024020574
PIT,NYI,2024 December 28 19:30:00,2024020575
CGY,SJS,2024 December 28 22:00:00,2024020576
DAL,CHI,2024 December 29 20:30:00,2024020577
EDM,ANA,2024 December 29 16:00:00,2024020578
WSH,DET,2024 December 29 17:00:00,2024020579
MTL,TBL,2024 December 29 17:00:00,2024020580
NYI,PIT,2024 December 29 17:30:00,2024020581
BUF,STL,2024 December 29 15:00:00,2024020582
OTT,MIN,2024 December 29 20:00:00,2024020583
CGY,VGK,2024 December 29 20:00:00,2024020584
PHI,LAK,2024 December 29 21:00:00,2024020585
NYR,FLA,2024 December 30 19:00:00,2024020586
NSH,WPG,2024 December 30 19:30:00,2024020587
UTA,SEA,2024 December 30 20:00:00,2024020588
BOS,WSH,2024 December 31 12:30:00,2024020589
NYI,TOR,2024 December 31 13:00:00,2024020590
MTL,VGK,2024 December 31 15:00:00,2024020591
STL,CHI,2024 December 31 17:00:00,2024020592
PIT,DET,2024 December 31 20:00:00,2024020593
CAR,CBJ,2024 December 31 20:00:00,2024020594
BUF,DAL,2024 December 31 20:00:00,2024020595
NSH,MIN,2024 December 31 20:00:00,2024020596
WPG,COL,2024 December 31 20:00:00,2024020597
NJD,ANA,2024 December 31 20:00:00,2024020598
PHI,SJS,2024 December 31 20:00:00,2024020599
VAN,CGY,2024 December 31 21:00:00,2024020600
UTA,EDM,2024 December 31 21:00:00,2024020601
NJD,LAK,2025 January 01 18:00:00,2024020602
CAR,FLA,2025 January 02 19:00:00,2024020603
BOS,NYR,2025 January 02 19:00:00,2024020604
MIN,WSH,2025 January 02 19:00:00,2024020605
DET,CBJ,2025 January 02 19:00:00,2024020606
TOR,NYI,2025 January 02 19:30:00,2024020607
OTT,DAL,2025 January 02 20:00:00,2024020608
ANA,WPG,2025 January 02 20:00:00,2024020609
BUF,COL,2025 January 02 21:00:00,2024020610
UTA,CGY,2025 January 02 21:00:00,2024020611
PHI,VGK,2025 January 02 22:00:00,2024020612
VAN,SEA,2025 January 02 22:00:00,2024020613
TBL,SJS,2025 January 02 22:30:00,2024020614
PIT,FLA,2025 January 03 19:00:00,2024020615
MTL,CHI,2025 January 03 20:00:00,2024020616
OTT,STL,2025 January 03 20:00:00,2024020617
ANA,EDM,2025 January 03 21:00:00,2024020618
NSH,VAN,2025 January 03 22:00:00,2024020619
NYR,WSH,2025 January 04 12:00:00,2024020620
DET,WPG,2025 January 04 19:00:00,2024020621
NJD,SJS,2025 January 04 16:00:00,2024020622
BOS,TOR,2025 January 04 19:00:00,2024020623
MIN,CAR,2025 January 04 19:00:00,2024020624
STL,CBJ,2025 January 04 19:00:00,2024020625
MTL,COL,2025 January 04 19:00:00,2024020626
NSH,CGY,2025 January 04 22:00:00,2024020627
UTA,DAL,2025 January 04 20:00:00,2024020628
TBL,LAK,2025 January 04 21:00:00,2024020629
BUF,VGK,2025 January 04 22:00:00,2024020630
EDM,SEA,2025 January 04 22:00:00,2024020631
NYR,CHI,2025 January 05 15:00:00,2024020632
NYI,BOS,2025 January 05 18:00:00,2024020633
PIT,CAR,2025 January 05 18:00:00,2024020634
PHI,TOR,2025 January 05 19:00:00,2024020635
TBL,ANA,2025 January 05 20:00:00,2024020636
WSH,BUF,2025 January 06 19:00:00,2024020637
VAN,MTL,2025 January 06 19:30:00,2024020638
FLA,COL,2025 January 06 21:00:00,2024020639
NJD,SEA,2025 January 06 22:00:00,2024020640
EDM,BOS,2025 January 07 19:00:00,2024020641
OTT,DET,2025 January 07 19:00:00,2024020642
DAL,NYR,2025 January 07 19:00:00,2024020643
TOR,PHI,2025 January 07 19:30:00,2024020644
CBJ,PIT,2025 January 07 19:00:00,2024020645
STL,MIN,2025 January 07 20:00:00,2024020646
NSH,WPG,2025 January 07 20:00:00,2024020647
CGY,ANA,2025 January 07 22:00:00,2024020648
VGK,SJS,2025 January 07 22:30:00,2024020649
VAN,WSH,2025 January 08 19:30:00,2024020650
COL,CHI,2025 January 08 19:30:00,2024020651
FLA,UTA,2025 January 08 22:00:00,2024020652
CGY,LAK,2025 April 17 21:30:00,2024020653
BUF,OTT,2025 January 09 19:00:00,2024020654
BOS,TBL,2025 January 09 19:00:00,2024020655
NJD,NYR,2025 January 09 19:00:00,2024020656
DAL,PHI,2025 January 09 19:00:00,2024020657
EDM,PIT,2025 January 09 19:00:00,2024020658
TOR,CAR,2025 January 09 19:30:00,2024020659
SEA,CBJ,2025 January 09 19:00:00,2024020660
ANA,STL,2025 January 09 20:00:00,2024020661
COL,MIN,2025 January 09 20:00:00,2024020662
NYI,VGK,2025 January 09 22:00:00,2024020663
CHI,DET,2025 January 10 19:00:00,2024020664
MTL,WSH,2025 January 10 19:00:00,2024020665
VAN,CAR,2025 January 10 19:00:00,2024020666
LAK,WPG,2025 January 10 20:00:00,2024020667
SJS,UTA,2025 January 10 21:00:00,2024020668
BOS,FLA,2025 January 11 13:00:00,2024020669
SEA,BUF,2025 January 11 16:00:00,2024020670
OTT,PIT,2025 January 11 16:00:00,2024020671
VAN,TOR,2025 January 11 19:00:00,2024020672
DAL,MTL,2025 January 11 19:00:00,2024020673
TBL,NJD,2025 January 11 19:00:00,2024020674
ANA,PHI,2025 January 11 19:00:00,2024020675
EDM,CHI,2025 January 11 19:00:00,2024020676
CBJ,STL,2025 January 11 19:00:00,2024020677
COL,WPG,2025 January 11 19:00:00,2024020678
WSH,NSH,2025 January 11 20:00:00,2024020679
NYI,UTA,2025 January 11 21:00:00,2024020680
LAK,CGY,2025 January 11 22:00:00,2024020681
NYR,VGK,2025 January 11 22:00:00,2024020682
MIN,SJS,2025 January 11 22:00:00,2024020683
SEA,DET,2025 January 12 15:00:00,2024020684
DAL,OTT,2025 January 12 17:00:00,2024020685
TBL,PIT,2025 January 12 17:00:00,2024020686
ANA,CAR,2025 January 12 17:00:00,2024020687
MIN,VGK,2025 January 12 20:00:00,2024020688
FLA,PHI,2025 January 13 19:00:00,2024020689
CGY,CHI,2025 January 13 19:30:00,2024020690
LAK,EDM,2025 January 13 21:30:00,2024020691
TBL,BOS,2025 January 14 19:00:00,2024020692
DAL,TOR,2025 January 14 19:00:00,2024020693
SJS,DET,2025 January 14 19:00:00,2024020694
FLA,NJD,2025 January 14 19:30:00,2024020695
SEA,PIT,2025 January 14 19:00:00,2024020696
ANA,WSH,2025 January 14 19:00:00,2024020697
PHI,CBJ,2025 January 14 19:00:00,2024020698
OTT,NYI,2025 January 14 19:30:00,2024020699
CGY,STL,2025 January 14 20:00:00,2024020700
VGK,NSH,2025 January 14 20:00:00,2024020701
VAN,WPG,2025 January 14 20:00:00,2024020702
NYR,COL,2025 January 14 21:00:00,2024020703
MTL,UTA,2025 January 14 21:00:00,2024020704
CAR,BUF,2025 January 15 18:00:00,2024020705
EDM,MIN,2025 January 15 20:30:00,2024020706
NJD,TOR,2025 January 16 19:00:00,2024020707
WSH,OTT,2025 January 16 19:00:00,2024020708
ANA,TBL,2025 January 16 19:00:00,2024020709
DET,FLA,2025 January 16 19:00:00,2024020710
SJS,CBJ,2025 January 16 19:00:00,2024020711
PHI,NYI,2025 January 16 19:30:00,2024020712
CGY,STL,2025 January 16 20:00:00,2024020713
CHI,NSH,2025 January 16 20:00:00,2024020714
MTL,DAL,2025 January 16 20:00:00,2024020715
SEA,WPG,2025 January 16 20:00:00,2024020716
NYR,UTA,2025 January 16 21:00:00,2024020717
EDM,COL,2025 January 16 21:30:00,2024020718
LAK,VAN,2025 January 16 22:00:00,2024020719
PIT,BUF,2025 January 17 19:00:00,2024020720
VGK,CAR,2025 January 17 19:00:00,2024020721
PHI,NJD,2025 January 18 12:30:00,2024020722
BOS,OTT,2025 January 18 15:00:00,2024020723
DAL,COL,2025 January 18 16:00:00,2024020724
ANA,FLA,2025 January 18 18:00:00,2024020725
TOR,MTL,2025 January 18 19:00:00,2024020726
DET,TBL,2025 January 18 19:00:00,2024020727
CBJ,NYR,2025 January 18 19:00:00,2024020728
PIT,WSH,2025 January 18 19:00:00,2024020729
CGY,WPG,2025 January 18 19:00:00,2024020730
SJS,NYI,2025 January 18 19:30:00,2024020731
VGK,CHI,2025 January 18 20:00:00,2024020732
MIN,NSH,2025 January 18 20:00:00,2024020733
STL,UTA,2025 January 18 21:00:00,2024020734
EDM,VAN,2025 January 18 22:00:00,2024020735
LAK,SEA,2025 January 18 22:00:00,2024020736
OTT,NJD,2025 January 19 13:00:00,2024020737
NYR,MTL,2025 January 19 19:00:00,2024020738
DET,DAL,2025 January 19 20:00:00,2024020739
SJS,BOS,2025 January 20 13:00:00,2024020740
MIN,COL,2025 January 20 15:00:00,2024020741
BUF,SEA,2025 January 20 16:00:00,2024020742
STL,VGK,2025 January 20 18:00:00,2024020743
TBL,TOR,2025 January 20 19:30:00,2024020744
CBJ,NYI,2025 January 20 19:30:00,2024020745
CAR,CHI,2025 January 20 20:30:00,2024020746
WPG,UTA,2025 January 20 21:30:00,2024020747
PIT,LAK,2025 January 20 22:30:00,2024020748
TBL,MTL,2025 January 21 19:00:00,2024020749
OTT,NYR,2025 January 21 19:00:00,2024020750
DET,PHI,2025 January 21 19:00:00,2024020751
SJS,NSH,2025 January 21 20:00:00,2024020752
CAR,DAL,2025 January 21 20:00:00,2024020753
WSH,EDM,2025 January 21 21:00:00,2024020754
BUF,VAN,2025 January 21 22:00:00,2024020755
FLA,ANA,2025 January 21 22:00:00,2024020756
CBJ,TOR,2025 January 22 19:30:00,2024020757
BOS,NJD,2025 January 22 19:00:00,2024020758
WPG,COL,2025 January 22 21:30:00,2024020759
FLA,LAK,2025 January 22 22:00:00,2024020760
OTT,BOS,2025 January 23 19:00:00,2024020761
MTL,DET,2025 January 23 19:00:00,2024020762
PHI,NYR,2025 January 23 19:00:00,2024020763
CBJ,CAR,2025 January 23 19:00:00,2024020764
VGK,STL,2025 January 23 20:00:00,2024020765
UTA,MIN,2025 January 23 20:00:00,2024020766
BUF,CGY,2025 January 23 21:00:00,2024020767
VAN,EDM,2025 January 23 21:00:00,2024020768
PIT,ANA,2025 January 23 22:00:00,2024020769
WSH,SEA,2025 January 23 22:00:00,2024020770
NSH,SJS,2025 January 23 22:30:00,2024020771
PHI,NYI,2025 January 24 19:30:00,2024020772
TBL,CHI,2025 January 24 20:00:00,2024020773
VGK,DAL,2025 January 24 19:30:00,2024020774
UTA,WPG,2025 January 24 20:00:00,2024020775
COL,BOS,2025 January 25 13:00:00,2024020776
BUF,EDM,2025 January 25 16:00:00,2024020777
PIT,SEA,2025 January 25 16:00:00,2024020778
NJD,MTL,2025 January 25 19:00:00,2024020779
TOR,OTT,2025 January 25 19:00:00,2024020780
TBL,DET,2025 January 25 19:00:00,2024020781
LAK,CBJ,2025 January 25 19:00:00,2024020782
DAL,STL,2025 January 25 19:00:00,2024020783
CGY,MIN,2025 January 25 19:00:00,2024020784
CAR,NYI,2025 January 25 19:30:00,2024020785
WSH,VAN,2025 January 25 22:00:00,2024020786
NSH,ANA,2025 January 25 22:00:00,2024020787
FLA,SJS,2025 January 25 22:00:00,2024020788
COL,NYR,2025 January 26 13:00:00,2024020789
UTA,OTT,2025 January 26 17:00:00,2024020790
CGY,WPG,2025 January 26 18:00:00,2024020791
MIN,CHI,2025 January 26 19:00:00,2024020792
FLA,VGK,2025 January 26 20:00:00,2024020793
LAK,DET,2025 January 27 19:00:00,2024020794
NJD,PHI,2025 January 27 19:00:00,2024020795
VAN,STL,2025 January 27 19:30:00,2024020796
SEA,EDM,2025 January 27 21:30:00,2024020797
PIT,SJS,2025 January 27 22:30:00,2024020798
BOS,BUF,2025 January 28 19:00:00,2024020799
WPG,MTL,2025 January 28 19:00:00,2024020800
CHI,TBL,2025 January 28 19:00:00,2024020801
CAR,NYR,2025 January 28 19:00:00,2024020802
COL,NYI,2025 January 28 19:30:00,2024020803
WSH,CGY,2025 January 28 21:00:00,2024020804
DAL,VGK,2025 January 28 22:00:00,2024020805
ANA,SEA,2025 January 28 22:00:00,2024020806
MIN,TOR,2025 January 29 19:00:00,2024020807
LAK,FLA,2025 January 29 19:00:00,2024020808
PHI,NJD,2025 January 29 19:00:00,2024020809
VAN,NSH,2025 January 29 21:00:00,2024020810
PIT,UTA,2025 January 29 21:30:00,2024020811
WPG,BOS,2025 January 30 19:00:00,2024020812
MIN,MTL,2025 January 30 19:00:00,2024020813
WSH,OTT,2025 January 30 19:00:00,2024020814
LAK,TBL,2025 January 30 19:00:00,2024020815
NYI,PHI,2025 January 30 19:30:00,2024020816
CHI,CAR,2025 January 30 19:00:00,2024020817
ANA,CGY,2025 January 30 21:00:00,2024020818
DET,EDM,2025 January 30 21:00:00,2024020819
CBJ,VGK,2025 January 30 22:00:00,2024020820
SJS,SEA,2025 January 30 22:30:00,2024020821
NSH,BUF,2025 January 31 19:00:00,2024020822
VAN,DAL,2025 January 31 20:00:00,2024020823
STL,COL,2025 January 31 21:00:00,2024020824
CBJ,UTA,2025 January 31 21:00:00,2024020825
CHI,FLA,2025 February 01 13:00:00,2024020826
NYR,BOS,2025 February 01 15:30:00,2024020827
MIN,OTT,2025 February 01 19:00:00,2024020828
NYI,TBL,2025 February 01 19:00:00,2024020829
NSH,PIT,2025 February 01 19:00:00,2024020830
WPG,WSH,2025 February 01 19:00:00,2024020831
LAK,CAR,2025 February 01 19:00:00,2024020832
TOR,EDM,2025 February 01 19:00:00,2024020833
DET,CGY,2025 February 01 22:00:00,2024020834
NJD,BUF,2025 February 02 13:00:00,2024020835
PHI,COL,2025 February 02 15:00:00,2024020836
MTL,ANA,2025 February 02 16:00:00,2024020837
NYI,FLA,2025 February 02 18:00:00,2024020838
VGK,NYR,2025 February 02 18:00:00,2024020839
CBJ,DAL,2025 February 02 18:00:00,2024020840
STL,UTA,2025 February 02 19:00:00,2024020841
DET,VAN,2025 February 02 20:00:00,2024020842
CGY,SEA,2025 February 02 21:00:00,2024020843
OTT,NSH,2025 February 03 19:30:00,2024020844
MIN,BOS,2025 February 04 19:00:00,2024020845
CBJ,BUF,2025 February 04 19:00:00,2024020846
OTT,TBL,2025 February 04 19:00:00,2024020847
NJD,PIT,2025 February 04 19:00:00,2024020848
FLA,WSH,2025 February 04 19:00:00,2024020849
VGK,NYI,2025 February 04 19:30:00,2024020850
EDM,STL,2025 February 04 20:00:00,2024020851
CAR,WPG,2025 February 04 20:00:00,2024020852
TOR,CGY,2025 February 04 21:00:00,2024020853
PHI,UTA,2025 February 04 21:00:00,2024020854
COL,VAN,2025 February 04 22:00:00,2024020855
DAL,ANA,2025 February 04 22:30:00,2024020856
DET,SEA,2025 February 04 22:00:00,2024020857
MTL,SJS,2025 February 04 22:30:00,2024020858
BOS,NYR,2025 February 05 19:00:00,2024020859
EDM,CHI,2025 February 05 21:30:00,2024020860
MTL,LAK,2025 February 05 22:30:00,2024020861
OTT,TBL,2025 February 06 19:00:00,2024020862
VGK,NJD,2025 February 06 19:00:00,2024020863
WSH,PHI,2025 February 06 19:00:00,2024020864
UTA,CBJ,2025 February 06 19:00:00,2024020865
FLA,STL,2025 February 06 20:00:00,2024020866
CAR,MIN,2025 February 06 19:30:00,2024020867
COL,CGY,2025 February 06 21:00:00,2024020868
TOR,SEA,2025 February 06 22:00:00,2024020869
VAN,SJS,2025 February 06 22:30:00,2024020870
PIT,NYR,2025 February 07 19:00:00,2024020871
NYI,WPG,2025 February 07 20:00:00,2024020872
NSH,CHI,2025 February 07 20:30:00,2024020873
COL,EDM,2025 February 07 21:00:00,2024020874
DAL,LAK,2025 February 07 22:30:00,2024020875
NJD,MTL,2025 February 08 13:00:00,2024020876
TBL,DET,2025 February 08 13:00:00,2024020877
UTA,CAR,2025 February 08 13:00:00,2024020878
VGK,BOS,2025 February 08 15:30:00,2024020879
OTT,FLA,2025 February 08 19:00:00,2024020880
PIT,PHI,2025 February 08 19:00:00,2024020881
NYR,CBJ,2025 February 08 19:00:00,2024020882
CHI,STL,2025 February 08 19:00:00,2024020883
TOR,VAN,2025 February 08 19:00:00,2024020884
BUF,NSH,2025 February 08 20:00:00,2024020885
NYI,MIN,2025 February 08 20:00:00,2024020886
SEA,CGY,2025 February 08 22:00:00,2024020887
ANA,LAK,2025 February 08 22:30:00,2024020888
DAL,SJS,2025 February 08 22:00:00,2024020889
UTA,WSH,2025 February 09 12:30:00,2024020890
TBL,MTL,2025 February 09 13:00:00,2024020891
EDM,PHI,2025 February 22 13:00:00,2024020892
WSH,PIT,2025 February 22 15:00:00,2024020893
MIN,DET,2025 February 22 12:30:00,2024020894
NYR,BUF,2025 February 22 17:30:00,2024020895
