,playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
87,8480193,2024,Daniil Tarasov,CBJ,G,5on5,13,39710.0,32.31,38.0,640.0,21.89,46.0,83.18,49.0,336.18,302.0,10.61,0.0,181.32,133.0,129.9,194.0,31.08,320.0,110.0,30.0,9.44,13.96,8.91,13.0,21.0,4.0,180.0,0.0,0.0
88,8480193,2024,Daniil Tarasov,CBJ,G,4on5,13,3027.0,5.54,6.0,86.0,4.54,5.0,10.68,8.0,49.95,53.0,0.49,0.0,31.64,25.0,15.86,25.0,5.18,47.0,17.0,6.0,1.43,2.26,1.85,2.0,2.0,2.0,16.0,0.0,0.0
89,8480193,2024,Daniil Tarasov,CBJ,G,5on4,13,3319.0,0.56,0.0,10.0,0.33,0.0,0.89,0.0,6.99,8.0,1.51,0.0,2.27,2.0,4.75,7.0,0.56,6.0,3.0,0.0,0.18,0.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0
90,8482221,2024,Devon Levi,BUF,G,other,9,647.0,0.4,1.0,9.0,0.21,0.0,0.75,1.0,3.87,4.0,0.14,0.0,1.75,1.0,1.77,2.0,0.4,3.0,2.0,0.0,0.13,0.27,0.0,0.0,1.0,0.0,4.0,0.0,0.0
91,8482221,2024,Devon Levi,BUF,G,all,9,28838.0,24.97,33.0,452.0,17.98,34.0,62.89,48.0,254.57,258.0,8.47,0.0,138.27,100.0,99.16,136.0,23.97,265.0,57.0,30.0,7.94,7.39,9.63,12.0,12.0,9.0,100.0,0.0,0.0
92,8482221,2024,Devon Levi,BUF,G,5on5,9,23510.0,17.43,24.0,351.0,12.88,27.0,50.62,34.0,194.48,196.0,7.23,0.0,103.47,73.0,77.78,110.0,16.75,204.0,46.0,19.0,6.0,6.13,5.31,10.0,10.0,4.0,82.0,0.0,0.0
93,8482221,2024,Devon Levi,BUF,G,4on5,9,2583.0,6.72,8.0,84.0,4.56,7.0,10.68,12.0,50.77,51.0,0.16,0.0,30.92,26.0,15.52,17.0,6.4,52.0,7.0,11.0,1.63,0.76,4.33,2.0,1.0,5.0,14.0,0.0,0.0
94,8482221,2024,Devon Levi,BUF,G,5on4,9,2098.0,0.42,0.0,8.0,0.33,0.0,0.84,1.0,5.45,7.0,0.84,0.0,2.13,0.0,4.08,7.0,0.41,6.0,2.0,0.0,0.19,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8484293,2024,Yaniv Perets,CAR,G,other,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8484293,2024,Yaniv Perets,CAR,G,all,1,492.0,0.97,1.0,10.0,0.58,1.0,1.44,1.0,6.79,7.0,0.04,0.0,3.65,4.0,2.13,2.0,0.87,4.0,3.0,2.0,0.09,0.26,0.62,0.0,1.0,0.0,1.0,0.0,0.0
97,8484293,2024,Yaniv Perets,CAR,G,5on5,1,381.0,0.26,0.0,7.0,0.28,0.0,1.06,1.0,4.5,4.0,0.03,0.0,2.61,4.0,1.65,1.0,0.25,4.0,2.0,0.0,0.09,0.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0
98,8484293,2024,Yaniv Perets,CAR,G,4on5,1,111.0,0.71,1.0,3.0,0.3,1.0,0.38,0.0,2.29,3.0,0.02,0.0,1.04,0.0,0.48,1.0,0.61,0.0,1.0,2.0,0.0,0.09,0.62,0.0,1.0,0.0,0.0,0.0,0.0
99,8484293,2024,Yaniv Perets,CAR,G,5on4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,8480313,2024,Logan Thompson,WSH,G,other,28,3402.0,8.25,6.0,108.0,4.23,4.0,10.43,8.0,54.29,49.0,1.15,1.0,33.33,32.0,14.87,23.0,7.55,42.0,21.0,10.0,2.0,2.65,3.6,0.0,3.0,3.0,35.0,0.0,0.0
101,8480313,2024,Logan Thompson,WSH,G,all,28,100277.0,85.65,57.0,1746.0,59.3,102.0,218.16,181.0,889.05,783.0,29.23,3.0,474.27,372.0,340.48,495.0,80.43,874.0,231.0,103.0,25.41,28.79,31.45,23.0,20.0,14.0,538.0,0.0,0.0
102,8480313,2024,Logan Thompson,WSH,G,5on5,28,82789.0,64.91,39.0,1423.0,45.86,83.0,183.54,149.0,718.17,623.0,22.89,0.0,376.15,297.0,280.04,407.0,60.76,714.0,185.0,76.0,20.34,23.25,21.32,21.0,15.0,3.0,448.0,0.0,0.0
103,8480313,2024,Logan Thompson,WSH,G,4on5,28,7253.0,10.11,9.0,179.0,8.17,13.0,20.59,22.0,93.99,86.0,0.71,1.0,57.34,35.0,30.71,50.0,9.77,97.0,19.0,14.0,2.43,2.22,5.46,2.0,1.0,6.0,49.0,0.0,0.0
104,8480313,2024,Logan Thompson,WSH,G,5on4,28,6833.0,1.63,2.0,29.0,0.75,2.0,2.78,1.0,17.82,21.0,4.28,1.0,5.46,7.0,12.82,12.0,1.62,18.0,4.0,2.0,0.5,0.45,0.68,0.0,1.0,1.0,5.0,0.0,0.0
105,8474593,2024,Jacob Markstrom,NJD,G,other,36,3213.0,5.71,5.0,92.0,3.68,6.0,10.3,6.0,47.67,40.0,1.3,0.0,29.43,29.0,15.26,19.0,5.01,40.0,18.0,8.0,1.68,1.85,2.18,4.0,1.0,0.0,26.0,0.0,0.0
106,8474593,2024,Jacob Markstrom,NJD,G,all,36,127672.0,89.34,78.0,1981.0,67.68,89.0,253.39,196.0,1016.9,886.0,38.84,1.0,557.85,448.0,402.19,592.0,83.96,1065.0,251.0,89.0,30.73,30.66,27.95,43.0,25.0,10.0,576.0,0.0,0.0
107,8474593,2024,Jacob Markstrom,NJD,G,5on5,36,106041.0,62.48,58.0,1584.0,50.2,64.0,210.35,168.0,809.05,714.0,31.21,1.0,441.64,346.0,327.81,483.0,60.89,872.0,197.0,51.0,24.53,24.11,13.84,33.0,20.0,5.0,464.0,0.0,0.0
108,8474593,2024,Jacob Markstrom,NJD,G,4on5,36,9790.0,17.51,13.0,255.0,11.98,17.0,28.01,21.0,128.51,103.0,0.72,0.0,76.28,69.0,39.93,58.0,14.52,128.0,23.0,27.0,3.54,2.97,11.0,5.0,3.0,5.0,77.0,0.0,0.0
109,8474593,2024,Jacob Markstrom,NJD,G,5on4,36,8628.0,2.85,1.0,39.0,1.4,2.0,3.47,1.0,24.74,25.0,5.23,0.0,7.64,3.0,15.76,25.0,2.74,20.0,9.0,3.0,0.68,1.24,0.92,1.0,0.0,0.0,7.0,0.0,0.0
110,8478971,2024,Connor Ingram,UTA,G,other,18,1692.0,4.73,8.0,51.0,1.76,1.0,5.25,4.0,25.46,22.0,0.62,0.0,12.85,10.0,8.52,10.0,4.22,17.0,10.0,7.0,0.76,1.17,2.8,2.0,2.0,4.0,17.0,0.0,0.0
111,8478971,2024,Connor Ingram,UTA,G,all,18,60962.0,44.94,56.0,989.0,32.61,38.0,125.24,99.0,511.5,471.0,17.04,0.0,272.16,251.0,205.99,253.0,43.27,514.0,140.0,44.0,14.38,16.66,13.89,23.0,23.0,10.0,291.0,2.0,1.0
112,8478971,2024,Connor Ingram,UTA,G,5on5,18,50551.0,32.84,37.0,780.0,24.13,31.0,102.16,78.0,400.83,373.0,14.21,0.0,212.07,199.0,163.41,203.0,31.89,415.0,100.0,33.0,11.81,11.96,9.09,19.0,14.0,4.0,232.0,0.0,0.0
113,8478971,2024,Connor Ingram,UTA,G,4on5,18,4840.0,5.4,8.0,131.0,5.86,5.0,15.16,17.0,66.84,59.0,0.37,0.0,40.84,35.0,22.47,27.0,5.24,69.0,20.0,3.0,1.35,2.3,1.74,2.0,4.0,2.0,39.0,0.0,0.0
114,8478971,2024,Connor Ingram,UTA,G,5on4,18,3879.0,1.28,1.0,19.0,0.56,1.0,1.67,0.0,12.75,14.0,1.74,0.0,4.03,4.0,9.09,11.0,1.25,11.0,5.0,1.0,0.39,0.63,0.27,0.0,1.0,0.0,2.0,2.0,1.0
115,8477484,2024,Spencer Martin,CAR,G,other,9,802.0,2.02,1.0,15.0,0.76,2.0,1.73,3.0,9.39,7.0,0.3,0.0,4.7,5.0,2.39,1.0,1.72,2.0,5.0,5.0,0.11,0.55,1.36,0.0,0.0,1.0,3.0,0.0,0.0
116,8477484,2024,Spencer Martin,CAR,G,all,9,24959.0,18.46,27.0,354.0,14.31,19.0,47.35,35.0,200.91,175.0,7.37,0.0,110.26,81.0,78.63,114.0,17.72,196.0,57.0,23.0,5.5,6.73,6.24,11.0,7.0,9.0,78.0,0.0,0.0
117,8477484,2024,Spencer Martin,CAR,G,5on5,9,19543.0,13.86,19.0,273.0,10.12,12.0,38.16,26.0,155.63,134.0,5.5,0.0,85.22,60.0,61.37,97.0,13.47,154.0,45.0,15.0,4.49,5.37,4.0,8.0,5.0,6.0,59.0,0.0,0.0
118,8477484,2024,Spencer Martin,CAR,G,4on5,9,2103.0,1.71,5.0,49.0,3.08,4.0,6.22,5.0,27.88,26.0,0.09,0.0,17.6,13.0,9.34,12.0,1.69,31.0,7.0,1.0,0.61,0.81,0.29,2.0,2.0,1.0,10.0,0.0,0.0
119,8477484,2024,Spencer Martin,CAR,G,5on4,9,2511.0,0.81,2.0,14.0,0.3,1.0,1.12,1.0,7.26,7.0,1.44,0.0,2.37,2.0,5.14,4.0,0.79,8.0,0.0,2.0,0.22,0.0,0.58,1.0,0.0,1.0,4.0,0.0,0.0
120,8478406,2024,Mackenzie Blackwood,COL,G,other,36,2632.0,7.7,5.0,117.0,4.8,9.0,11.62,11.0,55.83,48.0,1.15,1.0,32.11,33.0,16.58,17.0,6.62,51.0,10.0,14.0,1.73,1.37,4.59,3.0,2.0,0.0,42.0,0.0,0.0
121,8478406,2024,Mackenzie Blackwood,COL,G,all,36,121857.0,99.44,90.0,2124.0,76.25,137.0,277.76,186.0,1124.03,1035.0,33.92,4.0,612.76,533.0,437.95,592.0,94.34,1164.0,273.0,105.0,33.78,34.28,31.38,51.0,23.0,16.0,582.0,0.0,0.0
122,8478406,2024,Mackenzie Blackwood,COL,G,5on5,36,100312.0,73.59,74.0,1707.0,56.68,107.0,228.59,151.0,891.34,813.0,27.12,2.0,482.39,407.0,355.05,484.0,70.74,947.0,207.0,72.0,27.23,26.31,20.05,44.0,19.0,11.0,481.0,0.0,0.0
123,8478406,2024,Mackenzie Blackwood,COL,G,4on5,36,8788.0,14.81,8.0,253.0,13.19,17.0,32.7,23.0,145.58,141.0,0.98,0.0,88.48,88.0,45.86,64.0,13.75,139.0,46.0,15.0,4.06,5.39,5.37,3.0,1.0,4.0,53.0,0.0,0.0
124,8478406,2024,Mackenzie Blackwood,COL,G,5on4,36,10125.0,3.25,3.0,46.0,1.53,4.0,4.74,1.0,30.57,32.0,4.52,1.0,9.46,5.0,20.03,26.0,3.13,27.0,9.0,4.0,0.77,1.12,1.36,1.0,1.0,1.0,6.0,0.0,0.0
125,8477424,2024,Juuse Saros,NSH,G,other,38,3511.0,5.28,9.0,82.0,2.95,0.0,8.29,5.0,42.41,40.0,1.76,0.0,23.35,17.0,15.83,26.0,5.22,31.0,20.0,6.0,1.17,2.45,1.65,1.0,3.0,5.0,25.0,0.0,0.0
126,8477424,2024,Juuse Saros,NSH,G,all,38,130967.0,101.88,104.0,2062.0,73.99,100.0,267.86,197.0,1098.04,1034.0,39.13,1.0,587.59,457.0,434.06,643.0,96.79,1100.0,297.0,105.0,31.91,36.21,33.77,43.0,33.0,28.0,560.0,2.0,1.0
127,8477424,2024,Juuse Saros,NSH,G,5on5,38,108132.0,72.94,81.0,1683.0,56.37,83.0,224.83,159.0,886.56,835.0,31.82,1.0,476.51,358.0,359.49,539.0,70.36,924.0,228.0,68.0,26.42,27.75,18.78,40.0,27.0,14.0,463.0,2.0,1.0
128,8477424,2024,Juuse Saros,NSH,G,4on5,38,9933.0,21.04,11.0,253.0,13.07,17.0,30.22,31.0,140.48,129.0,0.87,0.0,78.12,75.0,40.0,52.0,18.59,118.0,40.0,29.0,3.45,4.85,12.74,1.0,2.0,8.0,66.0,0.0,0.0
129,8477424,2024,Juuse Saros,NSH,G,5on4,38,9391.0,2.2,1.0,40.0,1.44,0.0,4.1,2.0,26.37,27.0,4.65,0.0,8.71,7.0,17.7,25.0,2.19,25.0,9.0,1.0,0.75,1.16,0.29,0.0,1.0,0.0,5.0,0.0,0.0
130,8474682,2024,Dustin Tokarski,CAR,G,other,6,698.0,0.86,0.0,15.0,0.41,1.0,1.57,3.0,7.29,7.0,0.23,0.0,3.78,1.0,3.16,5.0,0.79,9.0,0.0,1.0,0.34,0.0,0.52,0.0,0.0,0.0,5.0,0.0,0.0
131,8474682,2024,Dustin Tokarski,CAR,G,all,6,21499.0,11.75,13.0,300.0,9.93,12.0,36.65,34.0,150.96,132.0,7.02,1.0,81.77,54.0,61.89,94.0,11.37,160.0,38.0,9.0,4.05,4.75,2.94,7.0,5.0,1.0,93.0,0.0,0.0
132,8474682,2024,Dustin Tokarski,CAR,G,5on5,6,17234.0,9.0,12.0,242.0,7.67,8.0,29.41,26.0,117.84,99.0,5.57,0.0,64.05,41.0,47.92,75.0,8.88,125.0,32.0,5.0,3.33,4.09,1.57,7.0,4.0,1.0,80.0,0.0,0.0
133,8474682,2024,Dustin Tokarski,CAR,G,4on5,6,1755.0,1.01,1.0,34.0,1.52,1.0,4.65,5.0,19.24,19.0,0.23,0.0,11.87,12.0,6.32,7.0,0.98,21.0,4.0,1.0,0.33,0.44,0.24,0.0,1.0,0.0,8.0,0.0,0.0
134,8474682,2024,Dustin Tokarski,CAR,G,5on4,6,1812.0,0.87,0.0,9.0,0.33,2.0,1.01,0.0,6.59,7.0,0.98,1.0,2.07,0.0,4.49,7.0,0.72,5.0,2.0,2.0,0.04,0.22,0.61,0.0,0.0,0.0,0.0,0.0,0.0
135,8476412,2024,Jordan Binnington,STL,G,other,36,2270.0,3.57,6.0,68.0,2.49,1.0,6.44,4.0,35.62,27.0,0.51,0.0,20.75,14.0,13.63,23.0,3.5,33.0,14.0,1.0,1.47,1.81,0.3,2.0,4.0,0.0,20.0,0.0,0.0
136,8476412,2024,Jordan Binnington,STL,G,all,36,123469.0,100.02,99.0,2000.0,69.36,103.0,255.89,204.0,1045.53,959.0,30.93,1.0,561.91,445.0,407.8,578.0,94.01,1064.0,250.0,116.0,29.97,31.1,38.94,36.0,34.0,29.0,570.0,2.0,1.0
137,8476412,2024,Jordan Binnington,STL,G,5on5,36,105233.0,70.81,68.0,1659.0,54.27,81.0,219.82,180.0,859.75,791.0,25.96,0.0,463.36,367.0,341.86,482.0,68.33,907.0,193.0,79.0,25.14,24.0,21.66,31.0,27.0,10.0,480.0,0.0,0.0
138,8476412,2024,Jordan Binnington,STL,G,4on5,36,8677.0,24.32,23.0,244.0,11.75,20.0,26.65,19.0,131.6,122.0,0.57,0.0,71.86,62.0,38.99,54.0,20.87,103.0,41.0,34.0,2.83,5.03,16.46,3.0,3.0,17.0,66.0,0.0,0.0
139,8476412,2024,Jordan Binnington,STL,G,5on4,36,7289.0,1.08,1.0,28.0,0.78,1.0,2.85,1.0,17.65,18.0,3.89,1.0,5.7,2.0,13.01,19.0,1.07,21.0,2.0,1.0,0.54,0.27,0.27,0.0,0.0,1.0,4.0,2.0,1.0
140,8481611,2024,Pyotr Kochetkov,CAR,G,other,31,2959.0,8.59,7.0,97.0,3.59,5.0,9.5,9.0,47.27,43.0,0.88,1.0,26.85,27.0,12.78,15.0,8.1,36.0,15.0,12.0,1.38,1.78,5.43,2.0,0.0,5.0,34.0,0.0,0.0
141,8481611,2024,Pyotr Kochetkov,CAR,G,all,31,110181.0,84.5,76.0,1524.0,57.32,95.0,198.66,161.0,830.42,785.0,37.64,3.0,441.9,324.0,315.48,464.0,80.62,788.0,230.0,108.0,23.21,28.01,33.28,27.0,28.0,21.0,398.0,4.0,2.0
142,8481611,2024,Pyotr Kochetkov,CAR,G,5on5,31,90948.0,61.73,61.0,1227.0,43.53,70.0,162.92,130.0,663.8,633.0,31.73,2.0,351.43,259.0,261.94,378.0,59.53,648.0,179.0,77.0,18.96,22.0,20.77,24.0,26.0,11.0,323.0,4.0,2.0
143,8481611,2024,Pyotr Kochetkov,CAR,G,4on5,31,8060.0,12.66,7.0,175.0,9.28,20.0,24.02,21.0,104.17,92.0,0.58,0.0,58.73,35.0,30.79,56.0,11.49,92.0,30.0,17.0,2.56,3.51,6.58,0.0,2.0,5.0,36.0,0.0,0.0
144,8481611,2024,Pyotr Kochetkov,CAR,G,5on4,31,8214.0,1.48,0.0,24.0,0.88,0.0,2.1,1.0,14.49,16.0,4.43,0.0,4.57,3.0,9.53,15.0,1.46,11.0,6.0,2.0,0.26,0.72,0.5,0.0,0.0,0.0,5.0,0.0,0.0
145,8475717,2024,Calvin Pickard,EDM,G,other,19,1645.0,1.83,1.0,39.0,1.37,1.0,3.88,2.0,18.15,16.0,0.5,0.0,11.33,13.0,5.92,8.0,1.55,17.0,6.0,2.0,0.63,0.64,0.56,0.0,1.0,0.0,14.0,0.0,0.0
146,8475717,2024,Calvin Pickard,EDM,G,all,19,62662.0,39.09,43.0,861.0,27.85,37.0,109.05,78.0,446.71,433.0,20.28,1.0,244.04,190.0,179.1,265.0,37.71,464.0,112.0,38.0,13.56,13.66,11.87,19.0,14.0,10.0,247.0,0.0,0.0
147,8475717,2024,Calvin Pickard,EDM,G,5on5,19,53150.0,30.3,32.0,728.0,23.02,34.0,95.56,66.0,378.21,370.0,16.93,1.0,205.69,157.0,152.87,230.0,29.34,406.0,85.0,29.0,11.47,10.6,8.23,18.0,9.0,5.0,208.0,0.0,0.0
148,8475717,2024,Calvin Pickard,EDM,G,4on5,19,3531.0,5.96,10.0,77.0,2.97,1.0,7.88,10.0,38.63,38.0,0.31,0.0,23.53,17.0,12.41,16.0,5.86,31.0,17.0,6.0,1.26,1.88,2.83,1.0,4.0,5.0,23.0,0.0,0.0
149,8475717,2024,Calvin Pickard,EDM,G,5on4,19,4336.0,1.01,0.0,17.0,0.5,1.0,1.73,0.0,11.73,9.0,2.45,0.0,3.49,3.0,7.9,11.0,0.96,10.0,4.0,1.0,0.2,0.55,0.26,0.0,0.0,0.0,2.0,0.0,0.0
150,8478470,2024,Sam Montembeault,MTL,G,other,38,3571.0,11.22,5.0,111.0,4.76,12.0,11.28,10.0,60.84,52.0,0.86,2.0,33.19,30.0,17.45,23.0,9.77,42.0,20.0,18.0,1.96,2.72,6.54,1.0,3.0,1.0,31.0,0.0,0.0
151,8478470,2024,Sam Montembeault,MTL,G,all,38,126520.0,114.88,105.0,2161.0,77.08,115.0,263.88,201.0,1127.74,1037.0,33.6,5.0,599.04,471.0,433.73,633.0,108.78,1084.0,298.0,144.0,31.49,36.98,46.4,37.0,41.0,27.0,635.0,0.0,0.0
152,8478470,2024,Sam Montembeault,MTL,G,5on5,38,101666.0,82.26,77.0,1671.0,55.36,92.0,213.39,154.0,868.07,795.0,27.38,2.0,454.25,339.0,343.82,515.0,78.85,845.0,232.0,101.0,24.63,28.73,28.91,31.0,32.0,14.0,493.0,0.0,0.0
153,8478470,2024,Sam Montembeault,MTL,G,4on5,38,11581.0,19.03,19.0,333.0,15.43,11.0,33.93,35.0,169.21,158.0,0.89,0.0,101.01,91.0,53.24,72.0,17.83,165.0,40.0,23.0,3.87,4.76,10.4,3.0,5.0,11.0,105.0,0.0,0.0
154,8478470,2024,Sam Montembeault,MTL,G,5on4,38,9702.0,1.74,3.0,37.0,1.13,0.0,3.68,1.0,22.45,24.0,4.37,1.0,7.69,7.0,15.97,20.0,1.73,25.0,4.0,2.0,0.69,0.5,0.55,1.0,1.0,1.0,6.0,0.0,0.0
155,8481529,2024,Trent Miner,COL,G,other,2,15.0,0.03,0.0,1.0,0.07,0.0,0.12,0.0,0.61,0.0,0.0,0.0,0.57,0.0,0.2,1.0,0.03,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,8481529,2024,Trent Miner,COL,G,all,2,5498.0,2.35,4.0,74.0,2.29,3.0,9.06,8.0,33.96,33.0,1.58,0.0,19.64,11.0,14.41,23.0,2.33,42.0,5.0,2.0,1.25,0.49,0.61,2.0,1.0,1.0,25.0,0.0,0.0
157,8481529,2024,Trent Miner,COL,G,5on5,2,5123.0,2.24,4.0,71.0,2.14,3.0,8.66,8.0,32.0,33.0,1.47,0.0,18.37,11.0,13.41,20.0,2.21,39.0,5.0,2.0,1.14,0.49,0.61,2.0,1.0,1.0,25.0,0.0,0.0
158,8481529,2024,Trent Miner,COL,G,4on5,2,120.0,0.03,0.0,1.0,0.05,0.0,0.2,0.0,0.67,0.0,0.0,0.0,0.47,0.0,0.23,1.0,0.03,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,8481529,2024,Trent Miner,COL,G,5on4,2,240.0,0.06,0.0,1.0,0.04,0.0,0.09,0.0,0.68,0.0,0.1,0.0,0.23,0.0,0.57,1.0,0.06,1.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,8483710,2024,Dennis Hildeby,TOR,G,other,6,712.0,1.16,1.0,16.0,0.58,0.0,1.82,3.0,8.23,9.0,0.25,0.0,4.64,4.0,3.5,4.0,1.15,9.0,2.0,1.0,0.36,0.29,0.5,1.0,0.0,0.0,4.0,0.0,0.0
161,8483710,2024,Dennis Hildeby,TOR,G,all,6,21649.0,15.65,20.0,345.0,11.63,19.0,44.39,36.0,179.51,157.0,5.93,1.0,97.15,78.0,73.77,96.0,15.03,193.0,42.0,14.0,5.46,5.49,4.7,9.0,6.0,5.0,96.0,0.0,0.0
162,8483710,2024,Dennis Hildeby,TOR,G,5on5,6,17794.0,12.21,16.0,280.0,9.16,18.0,38.05,25.0,148.59,122.0,4.83,1.0,79.76,66.0,60.5,80.0,11.67,160.0,34.0,11.0,4.3,4.33,3.58,8.0,5.0,3.0,75.0,0.0,0.0
163,8483710,2024,Dennis Hildeby,TOR,G,4on5,6,1384.0,1.78,2.0,40.0,1.54,1.0,3.49,7.0,16.23,18.0,0.08,0.0,10.55,7.0,5.07,6.0,1.71,17.0,5.0,1.0,0.66,0.72,0.4,0.0,1.0,1.0,17.0,0.0,0.0
164,8483710,2024,Dennis Hildeby,TOR,G,5on4,6,1759.0,0.5,1.0,9.0,0.35,0.0,1.03,1.0,6.46,8.0,0.77,0.0,2.21,1.0,4.69,6.0,0.5,7.0,1.0,1.0,0.14,0.15,0.21,0.0,0.0,1.0,0.0,0.0,0.0
165,8478492,2024,Ilya Samsonov,VGK,G,other,19,1416.0,3.83,1.0,47.0,2.08,2.0,4.54,5.0,23.38,18.0,0.26,0.0,14.02,15.0,5.74,8.0,3.43,13.0,12.0,6.0,0.49,1.36,1.98,0.0,1.0,0.0,16.0,0.0,0.0
166,8478492,2024,Ilya Samsonov,VGK,G,all,19,68557.0,56.74,53.0,1149.0,39.92,65.0,147.72,105.0,594.22,518.0,20.57,0.0,316.9,298.0,228.4,288.0,53.65,591.0,153.0,66.0,16.67,19.34,20.72,21.0,18.0,14.0,339.0,2.0,1.0
167,8478492,2024,Ilya Samsonov,VGK,G,5on5,19,59799.0,43.07,37.0,966.0,32.1,53.0,127.97,90.0,497.78,437.0,17.53,0.0,263.18,242.0,196.61,257.0,40.94,514.0,118.0,48.0,14.16,15.44,13.47,19.0,12.0,6.0,286.0,2.0,1.0
168,8478492,2024,Ilya Samsonov,VGK,G,4on5,19,3625.0,8.88,13.0,116.0,5.11,10.0,13.31,8.0,60.75,50.0,0.25,0.0,35.33,37.0,18.29,15.0,8.34,53.0,19.0,11.0,1.7,2.14,5.04,1.0,4.0,8.0,33.0,0.0,0.0
169,8478492,2024,Ilya Samsonov,VGK,G,5on4,19,3717.0,0.57,1.0,12.0,0.36,0.0,0.98,1.0,7.83,7.0,2.51,0.0,2.36,1.0,5.52,7.0,0.56,7.0,2.0,1.0,0.13,0.2,0.23,1.0,0.0,0.0,2.0,0.0,0.0
170,8473575,2024,Semyon Varlamov,NYI,G,other,10,471.0,0.78,1.0,18.0,0.87,0.0,2.0,3.0,9.89,10.0,0.08,0.0,7.17,5.0,2.84,5.0,0.7,11.0,3.0,0.0,0.47,0.31,0.0,1.0,0.0,0.0,4.0,0.0,0.0
171,8473575,2024,Semyon Varlamov,NYI,G,all,10,36144.0,28.34,29.0,568.0,18.7,26.0,68.66,37.0,290.18,262.0,9.89,1.0,155.52,140.0,117.33,166.0,27.06,289.0,79.0,30.0,8.48,9.92,9.94,14.0,7.0,8.0,170.0,0.0,0.0
172,8473575,2024,Semyon Varlamov,NYI,G,5on5,10,30592.0,21.64,19.0,484.0,14.97,25.0,59.15,31.0,240.01,212.0,8.17,0.0,128.0,120.0,98.28,135.0,20.51,245.0,61.0,24.0,6.71,7.7,7.22,12.0,3.0,4.0,154.0,0.0,0.0
173,8473575,2024,Semyon Varlamov,NYI,G,4on5,10,1526.0,4.21,8.0,44.0,2.04,1.0,5.17,3.0,25.68,24.0,0.23,0.0,15.17,10.0,7.66,13.0,4.13,20.0,11.0,4.0,0.69,1.25,2.27,1.0,3.0,4.0,9.0,0.0,0.0
174,8473575,2024,Semyon Varlamov,NYI,G,5on4,10,3555.0,0.63,0.0,10.0,0.3,0.0,0.91,0.0,6.66,8.0,1.17,0.0,2.12,2.0,4.85,7.0,0.63,7.0,2.0,0.0,0.27,0.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0
175,8476883,2024,Andrei Vasilevskiy,TBL,G,other,37,2637.0,6.19,3.0,77.0,2.96,3.0,8.43,6.0,41.55,34.0,0.68,0.0,21.98,21.0,14.01,22.0,5.56,33.0,11.0,11.0,1.3,1.49,3.39,0.0,2.0,1.0,22.0,0.0,0.0
176,8476883,2024,Andrei Vasilevskiy,TBL,G,all,37,130817.0,93.49,85.0,2025.0,71.98,100.0,263.1,229.0,1059.86,1004.0,35.69,1.0,570.86,431.0,415.95,603.0,89.04,1106.0,249.0,96.0,30.76,30.56,32.17,38.0,31.0,16.0,574.0,4.0,2.0
